Order Date,Due Date,Ship Date,Order Number,Product ID,Customer ID,Territory ID,Order Line Item,Order Quantity,Product Cost,Retail Price
00:00.0,00:00.0,00:00.0,SO55798,477,20997,9,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55798,479,20997,9,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55798,225,20997,9,4,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55799,573,29195,9,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55799,217,29195,9,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55800,376,19559,9,1,1,1554.9479,2443.35
00:00.0,00:00.0,00:00.0,SO55800,214,19559,9,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55801,376,19084,9,1,1,1554.9479,2443.35
00:00.0,00:00.0,00:00.0,SO55801,529,19084,9,2,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55801,540,19084,9,3,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55801,214,19084,9,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55802,600,15832,9,1,1,294.5797,539.99
00:00.0,00:00.0,00:00.0,SO55803,573,24347,4,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55803,214,24347,4,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55804,564,24351,4,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55804,225,24351,4,2,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55805,606,22043,4,1,1,343.6496,539.99
00:00.0,00:00.0,00:00.0,SO55805,479,22043,4,2,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55805,477,22043,4,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55805,214,22043,4,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55806,386,18641,6,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55807,382,19993,1,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55807,479,19993,1,2,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55807,477,19993,1,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55807,237,19993,1,4,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55808,386,23232,10,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55809,390,23752,10,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55809,225,23752,10,2,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55809,217,23752,10,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55810,605,25757,10,1,1,343.6496,539.99
00:00.0,00:00.0,00:00.0,SO55810,538,25757,10,2,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55810,529,25757,10,3,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55810,473,25757,10,4,1,23.749,63.5
00:00.0,00:00.0,00:00.0,SO55811,561,12301,7,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55811,217,12301,7,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55811,231,12301,7,3,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55811,467,12301,7,4,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55812,567,14276,9,1,1,461.4448,742.35
00:00.0,00:00.0,00:00.0,SO55812,479,14276,9,2,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55812,477,14276,9,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55812,214,14276,9,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55812,463,14276,9,5,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55813,353,12282,10,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55814,577,14064,9,1,1,755.1508,1214.85
00:00.0,00:00.0,00:00.0,SO55814,217,14064,9,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55814,489,14064,9,3,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55815,477,11711,6,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55815,479,11711,6,2,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55816,535,11094,9,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55816,528,11094,9,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55817,529,14237,9,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55817,539,14237,9,2,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55817,480,14237,9,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55818,477,20419,9,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55819,477,15216,9,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55819,478,15216,9,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55819,214,15216,9,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55819,465,15216,9,4,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55820,540,15810,9,1,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55820,480,15810,9,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55821,217,13149,9,1,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55822,580,24718,8,1,1,1082.51,1700.99
00:00.0,00:00.0,00:00.0,SO55822,237,24718,8,2,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55823,374,20150,10,1,1,1554.9479,2443.35
00:00.0,00:00.0,00:00.0,SO55823,529,20150,10,2,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55823,540,20150,10,3,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55823,217,20150,10,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55823,228,20150,10,5,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55824,587,13799,7,1,1,419.7784,769.49
00:00.0,00:00.0,00:00.0,SO55824,231,13799,7,2,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55824,225,13799,7,3,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55825,587,15653,10,1,1,419.7784,769.49
00:00.0,00:00.0,00:00.0,SO55825,528,15653,10,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55825,536,15653,10,3,1,11.2163,29.99
00:00.0,00:00.0,00:00.0,SO55825,214,15653,10,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55825,225,15653,10,5,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55826,490,11223,6,1,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55827,529,11221,4,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55828,530,28127,4,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55829,529,29089,4,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55829,480,29089,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55830,529,27680,4,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55830,538,27680,4,2,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55830,480,27680,4,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55830,484,27680,4,4,1,2.9733,7.95
00:00.0,00:00.0,00:00.0,SO55831,541,26184,1,1,1,10.8423,28.99
00:00.0,00:00.0,00:00.0,SO55831,530,26184,1,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55831,480,26184,1,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55832,539,28638,4,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55832,225,28638,4,2,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55832,529,28638,4,3,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55833,540,24827,4,1,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55833,480,24827,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55834,540,13920,6,1,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55834,529,13920,6,2,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55834,217,13920,6,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55835,535,25343,4,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55836,540,25091,4,1,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55836,529,25091,4,2,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55837,536,23364,4,1,1,11.2163,29.99
00:00.0,00:00.0,00:00.0,SO55837,480,23364,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55838,536,23366,4,1,1,11.2163,29.99
00:00.0,00:00.0,00:00.0,SO55838,528,23366,4,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55838,485,23366,4,3,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55838,480,23366,4,4,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55839,478,20634,1,1,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55840,478,13197,6,1,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55840,477,13197,6,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55840,217,13197,6,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55841,474,19152,1,1,1,26.1763,69.99
00:00.0,00:00.0,00:00.0,SO55841,225,19152,1,2,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55842,477,16382,1,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55842,487,16382,1,2,1,20.5663,54.99
00:00.0,00:00.0,00:00.0,SO55843,528,19873,6,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55843,480,19873,6,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55844,528,14568,1,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55844,478,14568,1,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55844,477,14568,1,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55844,222,14568,1,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55845,475,14554,10,1,1,26.1763,69.99
00:00.0,00:00.0,00:00.0,SO55846,537,15057,10,1,1,13.09,35
00:00.0,00:00.0,00:00.0,SO55846,528,15057,10,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55846,217,15057,10,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55847,529,14961,8,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55847,539,14961,8,2,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55847,480,14961,8,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55847,483,14961,8,4,1,44.88,120
00:00.0,00:00.0,00:00.0,SO55848,478,12737,7,1,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55848,222,12737,7,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55849,529,23910,8,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55849,480,23910,8,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55850,529,27308,10,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55850,480,27308,10,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55851,538,22424,7,1,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55851,490,22424,7,2,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55852,530,12728,8,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55852,487,12728,8,2,1,20.5663,54.99
00:00.0,00:00.0,00:00.0,SO55853,530,23928,7,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55853,541,23928,7,2,1,10.8423,28.99
00:00.0,00:00.0,00:00.0,SO55853,480,23928,7,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55854,485,14887,1,1,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55854,478,14887,1,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55854,477,14887,1,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55854,228,14887,1,4,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55855,357,11617,4,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55855,537,11617,4,2,1,13.09,35
00:00.0,00:00.0,00:00.0,SO55855,480,11617,4,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55856,363,11626,4,1,1,1251.9813,2294.99
00:00.0,00:00.0,00:00.0,SO55856,485,11626,4,2,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55856,471,11626,4,3,1,23.749,63.5
00:00.0,00:00.0,00:00.0,SO55857,577,29432,10,1,1,755.1508,1214.85
00:00.0,00:00.0,00:00.0,SO55857,479,29432,10,2,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55857,477,29432,10,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55857,489,29432,10,4,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55857,465,29432,10,5,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55858,225,29292,9,1,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55858,561,29292,9,2,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55859,353,12342,9,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55859,478,12342,9,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55859,477,12342,9,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55859,222,12342,9,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55860,355,11112,9,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55860,485,11112,9,2,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55860,486,11112,9,3,1,59.466,159
00:00.0,00:00.0,00:00.0,SO55861,562,25015,4,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55861,477,25015,4,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55861,479,25015,4,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55861,473,25015,4,4,1,23.749,63.5
00:00.0,00:00.0,00:00.0,SO55862,562,24808,4,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55862,477,24808,4,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55862,479,24808,4,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55862,225,24808,4,4,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55863,563,11328,6,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55863,479,11328,6,2,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55863,477,11328,6,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55864,561,25724,8,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55864,477,25724,8,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55864,479,25724,8,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55864,222,25724,8,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55864,225,25724,8,5,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55865,574,28729,10,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55865,477,28729,10,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55865,479,28729,10,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55865,489,28729,10,4,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55866,564,15685,8,1,1,1481.9379,2384.07
00:00.0,00:00.0,00:00.0,SO55866,214,15685,8,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55866,225,15685,8,3,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55867,384,16522,9,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55868,359,11583,7,1,1,1251.9813,2294.99
00:00.0,00:00.0,00:00.0,SO55868,478,11583,7,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55868,477,11583,7,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55869,361,12272,10,1,1,1251.9813,2294.99
00:00.0,00:00.0,00:00.0,SO55869,485,12272,10,2,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55870,357,12210,10,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55870,478,12210,10,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55870,477,12210,10,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55871,529,15261,9,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55871,539,15261,9,2,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55871,465,15261,9,3,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55872,538,24375,9,1,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55872,480,24375,9,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55872,484,24375,9,3,1,2.9733,7.95
00:00.0,00:00.0,00:00.0,SO55873,478,29116,9,1,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55873,477,29116,9,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55873,480,29116,9,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55874,540,16615,9,1,1,12.1924,32.6
00:00.0,00:00.0,00:00.0,SO55874,529,16615,9,2,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55874,480,16615,9,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55875,225,18271,9,1,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55876,487,14683,9,1,1,20.5663,54.99
00:00.0,00:00.0,00:00.0,SO55877,488,11619,6,1,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55877,465,11619,6,2,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55878,480,11622,1,1,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55879,535,11749,9,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55880,529,11277,6,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55880,222,11277,6,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55881,530,28028,1,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55881,217,28028,1,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55881,463,28028,1,3,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55882,530,28086,4,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55882,480,28086,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55882,486,28086,4,3,1,59.466,159
00:00.0,00:00.0,00:00.0,SO55883,538,16721,6,1,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55883,480,16721,6,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55884,535,25959,4,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55884,480,25959,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55885,538,11519,6,1,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55885,529,11519,6,2,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55885,214,11519,6,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55886,535,25848,4,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55886,480,25848,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55887,528,11519,6,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55887,536,11519,6,2,1,11.2163,29.99
00:00.0,00:00.0,00:00.0,SO55887,480,11519,6,3,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55888,478,14641,6,1,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55888,477,14641,6,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55888,217,14641,6,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55889,477,13330,6,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55890,472,17367,1,1,1,23.749,63.5
00:00.0,00:00.0,00:00.0,SO55890,477,17367,1,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55891,474,14655,6,1,1,26.1763,69.99
00:00.0,00:00.0,00:00.0,SO55892,528,15875,4,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55892,480,15875,4,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55892,484,15875,4,3,1,2.9733,7.95
00:00.0,00:00.0,00:00.0,SO55893,528,15774,1,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55893,483,15774,1,2,1,44.88,120
00:00.0,00:00.0,00:00.0,SO55894,528,16716,1,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55894,478,16716,1,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55894,477,16716,1,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55894,484,16716,1,4,1,2.9733,7.95
00:00.0,00:00.0,00:00.0,SO55895,528,15315,1,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55896,535,19184,10,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55897,489,12126,10,1,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55898,528,17852,8,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55898,535,17852,8,2,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55898,485,17852,8,3,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55898,217,17852,8,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55899,539,16510,7,1,1,9.3463,24.99
00:00.0,00:00.0,00:00.0,SO55899,480,16510,7,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55900,529,23632,8,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55900,486,23632,8,2,1,59.466,159
00:00.0,00:00.0,00:00.0,SO55901,477,21863,8,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55901,214,21863,8,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55902,529,24078,8,1,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55903,530,27851,7,1,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55903,214,27851,7,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55904,538,22378,7,1,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55904,225,22378,7,2,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55905,538,28746,10,1,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55905,480,28746,10,2,1,0.8565,2.29
00:00.0,00:00.0,00:00.0,SO55906,537,11850,4,1,1,13.09,35
00:00.0,00:00.0,00:00.0,SO55906,528,11850,4,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55906,217,11850,4,3,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55906,465,11850,4,4,1,9.1593,24.49
00:00.0,00:00.0,00:00.0,SO55907,485,12454,1,1,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55907,478,12454,1,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55907,477,12454,1,3,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55907,214,12454,1,4,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55908,485,13097,4,1,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55909,485,13336,4,1,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55909,214,13336,4,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55909,231,13336,4,3,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55910,380,20348,4,1,1,1554.9479,2443.35
00:00.0,00:00.0,00:00.0,SO55910,477,20348,4,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55910,479,20348,4,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55910,488,20348,4,4,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55911,589,14108,6,1,1,419.7784,769.49
00:00.0,00:00.0,00:00.0,SO55911,476,14108,6,2,1,26.1763,69.99
00:00.0,00:00.0,00:00.0,SO55912,353,11671,4,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55912,485,11671,4,2,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55912,234,11671,4,3,1,38.4923,49.99
00:00.0,00:00.0,00:00.0,SO55913,363,13102,1,1,1,1251.9813,2294.99
00:00.0,00:00.0,00:00.0,SO55913,485,13102,1,2,1,8.2205,21.98
00:00.0,00:00.0,00:00.0,SO55913,478,13102,1,3,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55913,477,13102,1,4,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55913,487,13102,1,5,1,20.5663,54.99
00:00.0,00:00.0,00:00.0,SO55914,605,28117,9,1,1,343.6496,539.99
00:00.0,00:00.0,00:00.0,SO55914,538,28117,9,2,1,8.0373,21.49
00:00.0,00:00.0,00:00.0,SO55914,529,28117,9,3,1,1.4923,3.99
00:00.0,00:00.0,00:00.0,SO55915,363,12669,9,1,1,1251.9813,2294.99
00:00.0,00:00.0,00:00.0,SO55915,487,12669,9,2,1,20.5663,54.99
00:00.0,00:00.0,00:00.0,SO55915,484,12669,9,3,1,2.9733,7.95
00:00.0,00:00.0,00:00.0,SO55916,585,26331,1,1,1,461.4448,742.35
00:00.0,00:00.0,00:00.0,SO55916,225,26331,1,2,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55917,355,12337,9,1,1,1265.6195,2319.99
00:00.0,00:00.0,00:00.0,SO55917,478,12337,9,2,1,3.7363,9.99
00:00.0,00:00.0,00:00.0,SO55917,225,12337,9,3,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55917,477,12337,9,4,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55918,606,22089,4,1,1,343.6496,539.99
00:00.0,00:00.0,00:00.0,SO55918,477,22089,4,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55918,479,22089,4,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55919,384,19985,1,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55919,490,19985,1,2,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55920,388,23954,10,1,1,713.0798,1120.49
00:00.0,00:00.0,00:00.0,SO55920,477,23954,10,2,1,1.8663,4.99
00:00.0,00:00.0,00:00.0,SO55920,479,23954,10,3,1,3.3623,8.99
00:00.0,00:00.0,00:00.0,SO55920,225,23954,10,4,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55920,214,23954,10,5,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55921,604,28880,10,1,1,343.6496,539.99
00:00.0,00:00.0,00:00.0,SO55921,217,28880,10,2,1,13.0863,34.99
00:00.0,00:00.0,00:00.0,SO55921,489,28880,10,3,1,41.5723,53.99
00:00.0,00:00.0,00:00.0,SO55921,225,28880,10,4,1,6.9223,8.99
00:00.0,00:00.0,00:00.0,SO55922,388,16519,9,1,1,713.0798,1120.49
